अ ə
रुद्रीगिश rud̪rigiʃə
रुद्रेश rud̪reʃə
रुपकार rupəkarə
रुपडी rupəɖi
रुपडीं rupəɖĩ
रुपडें rupəɖẽ
रुपया rupəja
रुपयां rupəjã
रुपयांक rupəjãkə
रुपयांची rupəjãtʃi
रुपयांचीं rupəjãtʃĩ
रुपयांचे rupəjãtʃe
रुपयांचें rupəjãtʃẽ
रुपयांचेर rupəjãtʃerə
रुपयांचो rupəjãtʃo
रुपयांच्या rupəjãtʃja
रुपयांच्यो rupəjãtʃjo
रुपयांत rupəjãt̪ə
रुपयांतले rupəjãt̪əle
रुपयांनी rupəjãni
रुपयाक rupəjakə
रुपयाच rupəjatʃə
रुपयाचेर rupəjatʃerə
रुपयाच्या rupəjatʃja
रुपयान rupəjanə
रुपयाय rupəjajə
रुपां rupã
रुपांक rupãkə
रुपांत rupãt̪ə
रुपांतर rupãt̪ərə
रुपांतरां rupãt̪ərã
रुपांतरीत rupãt̪ərit̪ə
रुपांय rupãjə
रुपाची rupatʃi
रुपान rupanə
रुपें rupẽ
रुपेरी ruperi
रुपेश rupeʃə
रुपेस्त rupest̪ə
रुप्या rupja
रुप्याची rupjatʃi
रुमांत rumãt̪ə
रुमांतली rumãt̪əli
रुमांतलो rumãt̪əlo
रुमांतल्यान rumãt̪əljanə
रुमाच्या rumatʃja
रुमात rumat̪ə
रुळाचेर ruɭatʃerə
रुळार ruɭarə
रुसी rusi
रूंद rũd̪ə
रूख rukʰə
रूखांक rukʰãkə
रूखांचेर rukʰãtʃerə
रूखांच्या rukʰãtʃja
रूखार rukʰarə
रूखावळ rukʰaʋəɭə
रूच rutʃə
रूचच rutʃətʃə
रूची rutʃi
रूजयली rudʒəjəli
रूजू rudʒu
रूढ ruɖʰə
रूढी ruɖʰi
रूढीपरंपरांक ruɖʰipərə̃pərãkə
रूढीवादी ruɖʰiʋad̪i
रूप rupə
रूपडें rupəɖẽ
रूपया rupəja
रूपयांची rupəjãtʃi
रूपयांचे rupəjãtʃe
रूपयांचो rupəjãtʃo
रूपयांनी rupəjãni
रूपयांमेरेन rupəjãmerenə
रूपा rupa
रूपां rupã
रूपांत rupãt̪ə
रूपांतर rupãt̪ərə
रूपांतल्यान rupãt̪əljanə
रूपाक rupakə
रूपाच्या rupatʃja
रूपान rupanə
रूपेशा rupeʃa
रॅकेट rɛkeʈə
रॅकॉर्ड rɛkɔrɖə
रॅकॉर्डर rɛkɔrɖərə
रॅड rɛɖə
रॅफरी rɛfəri
रॅमन rɛmənə
रॅशनल rɛʃənələ
रे re
रेंद rẽd̪ə
रेंदेर rẽd̪erə
रेंव rẽʋə
रेंवट rẽʋəʈə
रेंवटांत rẽʋəʈãt̪ə
रेंवटांतल्या rẽʋəʈãt̪əlja
रेंवठ rẽʋəʈʰə
रेंवेच्यो rẽʋetʃjo
रेखा rekʰa
रेखाटलें rekʰaʈəlẽ
रेखाटिल्ल्या rekʰaʈillja
रेखीव rekʰiʋə
रेगन regənə
रेगनांत regənãt̪ə
रेगुलेशन reguleʃənə
रेग्युलेट regjuleʈə
रेग्युलेशन regjuleʃənə
रेघ regʱə
रेजिनाल्ड redʒinalɖə
रेजिस्टन्स redʒisʈənsə
रेट reʈə
रेटपाचे reʈəpatʃe
रेटिल्लें reʈillẽ
रेटी reʈi
रेटीन reʈinə
रेड reɖə
रेडियेशनाक reɖijeʃənakə
रेडियो reɖijo
रेडियोचो reɖijotʃo
रेडो reɖo
रेड्डी reɖɖi
रेड्डींक reɖɖĩkə
रेड्डींचे reɖɖĩtʃe
रेड्डींचें reɖɖĩtʃẽ
रेड्डींचो reɖɖĩtʃo
रेड्डींच्या reɖɖĩtʃja
रेड्डीक reɖɖikə
रेड्डीचो reɖɖitʃo
रेड्डीच्या reɖɖitʃja
रेड्डीन reɖɖinə
रेड्यापांड्यांचीं reɖjapãɖjãtʃĩ
रेनासान्स renasansə
रेने rene
रेनेडी reneɖi
रेनॉल्ट renɔlʈə
रेन्टी renʈi
रेपेचेंज repetʃẽdʒə
रेबटांत rebəʈãt̪ə
रेबेकाक rebekakə
रेमीक remikə
रेमीन reminə
रेमो remo
रेय rejə
रेयझिंग rejədʒʱĩgə
रेयी reji
रेलगाडयेंतल्यान reləgaɖəjẽt̪əljanə
रेलगाडयेचो reləgaɖəjetʃo
रेलगाड्य़ो reləgaɖjo
रेलिंगा relĩga
रेली reli
रेलीगॅर religɛrə
रेल्वे relʋe
रेल्वेंत relʋẽt̪ə
रेल्वेक relʋekə
रेल्वेच्यो relʋetʃjo
रेल्वेतल्यान relʋet̪əljanə
रेल्वेमंत्री relʋemə̃t̪ri
रेवचे reʋətʃe
रेवड्यो reʋəɖjo
रेवाडिल्लो reʋaɖillo
रेवाडून reʋaɖunə
रेवाडो reʋaɖo
रेवाड्यांत reʋaɖjãt̪ə
रेव्ह reʋɦə
रेव्हरंड reʋɦərə̃ɖə
रेशन reʃənə
रेशमाच्या reʃəmatʃja
रेशा reʃa
रेशाद reʃad̪ə
रेशादाचे reʃad̪atʃe
रेशी reʃi
रेशीम reʃimə
रेशे reʃe
रेशेंतल्यान reʃẽt̪əljanə
रेशो reʃo
रेश्पैत reʃpɨjt̪ə
रेसिग resigə
रेसींत resĩt̪ə
रेस्पेत respet̪ə
रेहमान reɦəmanə
रेहान reɦanə
रेहेमान reɦemanə
रैना rɨjna
रॉकेटांत rɔkeʈãt̪ə
रॉजर rɔdʒərə
रॉडिक rɔɖikə
रॉडिकाची rɔɖikatʃi
रॉडिकान rɔɖikanə
रॉड्रिग्ज rɔɖrigdʒə
रॉड्रिग्जाआड rɔɖrigdʒaaɖə
रॉड्रिग्जाआडची rɔɖrigdʒaaɖətʃi
रॉड्रिग्जाक rɔɖrigdʒakə
रॉड्रिग्जाचेर rɔɖrigdʒatʃerə
रॉड्रिग्जान rɔɖrigdʒanə
रॉड्रिग्स rɔɖrigsə
रॉड्रिग्सान rɔɖrigsanə
रॉनाल्ड rɔnalɖə
रॉबर्ट rɔbərʈə
रॉबिन rɔbinə
रॉबी rɔbi
रॉबीन rɔbinə
रॉबीनहूड rɔbinəɦuɖə
रॉब्रेडो rɔbreɖo
रॉमाण्टिक rɔmaɳʈikə
रॉय rɔjə
रॉयल rɔjələ
रॉयल्टी rɔjəlʈi
रॉयल्सा rɔjəlsa
रॉयल्साचो rɔjəlsatʃo
रॉयवादी rɔjəʋad̪i
रॉयस rɔjəsə
रॉलंड rɔlə̃ɖə
रोंट rõʈə
रोंप rõpə
रोकडा rokəɖa
रोकडीच rokəɖitʃə
रोकडेच rokəɖetʃə
रोकडोच rokəɖotʃə
रोको roko
रोख rokʰə
रोखठोक rokʰəʈʰokə
रोखडी rokʰəɖi
रोखडींच rokʰəɖĩtʃə
रोखडीच rokʰəɖitʃə
रोखडें rokʰəɖẽ
रोखडेंच rokʰəɖẽtʃə
रोखडेच rokʰəɖetʃə
रोखडो rokʰəɖo
रोखडोच rokʰəɖotʃə
रोखड्या rokʰəɖja
रोखड्योच rokʰəɖjotʃə
रोखलां rokʰəlã
रोग rogə
रोगदायी rogəd̪aji
रोगराय rogərajə
रोगा roga
रोगांचे rogãtʃe
रोगांचें rogãtʃẽ
रोगांचो rogãtʃo
रोगांच्या rogãtʃja
रोगाची rogatʃi
रोगाचे rogatʃe
रोगाचें rogatʃẽ
रोगी rogi
रोग्यांची rogjãtʃi
रोचरान rotʃəranə
रोज rodʒə
रोजगार rodʒəgarə
रोजगाराच्या rodʒəgaratʃja
रोजफर्न्स rodʒəfərnsə
रोजा rodʒa
रोजां rodʒã
रोजांनी rodʒãni
रोजी rodʒi
रोझा rodʒʱa
रोझी rodʒʱi
रोटी roʈi
रोड roɖə
रोडाक roɖakə
रोडाचेर roɖatʃerə
रोडे roɖe
रोड्रिग्साचेर roɖrigsatʃerə
रोद rod̪ə
रोधम rod̪ʰəmə
रोनाल्ड ronalɖə
रोप ropə
रोबिन robinə
रोबोट roboʈə
रोम romə
रोमट roməʈə
रोमटांमेळ roməʈãmeɭə
रोमन romənə
रोमल्यांत roməljãt̪ə
रोमिला romila
रोमी romi
रोमीचीं romitʃĩ
रोमीचें romitʃẽ
रोमीच्या romitʃja
रोमीय romijə
रोमूं romũ
रोयण rojəɳə
रोयणीक rojəɳikə
रोयणीची rojəɳitʃi
रोयली rojəli
रोल rolə
रोल्स rolsə
रोवन roʋənə
रोवप roʋəpə
रोवपाची roʋəpatʃi
रोवपाचें roʋəpatʃẽ
रोश roʃə
रोशणायूय roʃəɳajujə
रोशणायेन roʃəɳajenə
रोशन roʃənə
रोस rosə
रोसय्या rosəjja
रोसय्याचें rosəjjatʃẽ
रोसाक rosakə
रोसान rosanə
रोहन roɦənə
रोहनाचे roɦənatʃe
रोहिदास roɦid̪asə
र्बेंन्चीचे rbẽntʃitʃe
र्सा rsa
र्‍या rja
ऱहासाक rɦasakə
ऱाखली akʰəli
ल lə
लँग्वेज ləM’gʋedʒə
लँसेट ləM’seʈə
लंका lə̃ka
लंकादहन lə̃kad̪əɦənə
लंकेक lə̃kekə
लंगडटात lə̃gəɖəʈat̪ə
लंगडी lə̃gəɖi
लंगडें lə̃gəɖẽ
लंगड्याची lə̃gəɖjatʃi
लंडन lə̃ɖənə
लंडनांत lə̃ɖənãt̪ə
लंडनांतल्यान lə̃ɖənãt̪əljanə
लंडनाच्या lə̃ɖənatʃja
लंब lə̃bə
लंबा lə̃ba
लंबी lə̃bi
लंबू lə̃bu
लईराई ləi:rai:
लकत ləkət̪ə
लकलकता ləkələkət̪a
लकी ləki
लकीम्हाका ləkimɦaka
लक्झरी ləkdʒʱəri
लक्तरां ləkt̪ərã
लक्तरांय ləkt̪ərãjə
लक्तुबायेच्या ləkt̪ubajetʃja
लक्ष ləkʂə
लक्षण ləkʂəɳə
लक्षणां ləkʂəɳã
लक्षणाश्च ləkʂəɳaʃtʃə
लक्षणीय ləkʂəɳijə
लक्षणो ləkʂəɳo
लक्षण्य ləkʂəɳjə
लक्षवेघी ləkʂəʋegʱi
लक्षवेध ləkʂəʋed̪ʰə
लक्षांत ləkʂãt̪ə
लक्षांतच ləkʂãt̪ətʃə
लक्षात ləkʂat̪ə
लक्ष्मण ləkʂməɳə
लक्ष्मणरेशा ləkʂməɳəreʃa
लक्ष्मणाची ləkʂməɳatʃi
लक्ष्मी ləkʂmi
लक्ष्मीकांत ləkʂmikãt̪ə
लक्ष्मीची ləkʂmitʃi
लक्ष्मीदास ləkʂmid̪asə
लक्ष्मीदासबाब ləkʂmid̪asəbabə
लक्ष्मीदासबाबांची ləkʂmid̪asəbabãtʃi
लक्ष्मीपती ləkʂmipət̪i
लक्ष्य ləkʂjə
लक्स ləksə
लक्सनबर्ग ləksənəbərgə
लखनौ ləkʰənəu
लखनौच्या ləkʰənəutʃja
लखलखीत ləkʰələkʰit̪ə
लखांनी ləkʰãni
लख्ख ləkʰkʰə
लगलों ləgəlõ
लगल्या ləgəlja
लगाटेन ləgaʈenə
लगान ləganə
लगाम ləgamə
लगूनच ləgunətʃə
लगोर्यो ləgorjo
लगोऱयांचो ləgorjãtʃo
लग्न ləgnə
लग्नपद्दत ləgnəpəd̪d̪ət̪ə
लग्नबाह्म ləgnəbaɦmə
